"Clé","Name (English)","اسم (العربية)","Nom (français)","ISO","Propriétaire (Id)","Propriétaire (Nom)"
"27680659","El Garjouma","القرجومة","El Garjouma","","1168","Délégation de Djebel Djelloud"
"27680669","Cité El Fath","حي الفتح","Cité El Fath","","1168","Délégation de Djebel Djelloud"
"27680679","Es-Sebkha","السبخاء","Es-Sebkha","","1168","Délégation de Djebel Djelloud"
"27680689","El Afrane","الأفران","El Afrane","","1168","Délégation de Djebel Djelloud"
"27680699","Djebel Djeloud","جبل الجلود","Djebel Djeloud","","1168","Délégation de Djebel Djelloud"
"1169","Delegation of La Goulette","معتمدية  حلق الوادي","Délégation de La Goulette","","11","Gouvernorat de Tunis"
"27680709","La Goulette","حلق الوادي","La Goulette","","1169","Délégation de La Goulette"
"27680719","La Goulette Casino","حلق الوادي كازينو","La Goulette Casino","","1169","Délégation de La Goulette"
"27680729","Khéireddine","خير الدين","Khéireddine","","1169","Délégation de La Goulette"
"27680739","Taîeb Mhiri","الطيب المهيري","Taîeb Mhiri","","1169","Délégation de La Goulette"
"27680749","Cité Essalama","حي السلامة","Cité Essalama","","1169","Délégation de La Goulette"
"1170","Delegation of Le Kram","معتمدية  الكرم","Délégation de Le Kram","","11","Gouvernorat de Tunis"
"27680759","Le Kram Est","الكرم الشرقي","Le Kram Est","","1170","Délégation de Le Kram"
"27680769","Erriadh","الرياض","Erriadh","","1170","Délégation de Le Kram"
"27680779","El Bouhaïra","البحيرة","El Bouhaïra","","1170","Délégation de Le Kram"
"27680789","Sidi Fredj","سيدي فرج","Sidi Fredj","","1170","Délégation de Le Kram"
"27680799","Le Kram Ouest","الكرم الغربي","Le Kram Ouest","","1170","Délégation de Le Kram"
"27680809","Sidi Amor","سيدي عمر","Sidi Amor","","1170","Délégation de Le Kram"
"27680819","Bir El Helou","بئر الحلو","Bir El Helou","","1170","Délégation de Le Kram"
"1171","Delegation of La Marsa","معتمدية  المرسى","Délégation de La Marsa","","11","Gouvernorat de Tunis"
"27680829","La Marsa Plage","المرسى الشاطيء","La Marsa Plage","","1171","Délégation de La Marsa"
"27680839","La Marsa Medina","المرسى المدينة","La Marsa Medina","","1171","Délégation de La Marsa"
"27680849","La Marsa Hadayek","المرسى الحدائق","La Marsa Hadayek","","1171","Délégation de La Marsa"
"27680859","La Marsa Erriadh","المرسى الرياض","La Marsa Erriadh","","1171","Délégation de La Marsa"
"27680869","Er-Rmila","الرميلة","Er-Rmila","","1171","Délégation de La Marsa"
"27680879","La Marsa El Montazeh","المرسى المنتزه","La Marsa El Montazeh","","1171","Délégation de La Marsa"
"27680889","Gammarth","قمرت","Gammarth","","1171","Délégation de La Marsa"
"27680899","Gammarth Supérieur","قمرت العليا","Gammarth Supérieur","","1171","Délégation de La Marsa"
"27680909","Sidi Daoued","سيدي داود","Sidi Daoued","","1171","Délégation de La Marsa"
"27680919","El Bahr El Azrak","البحر الأزرق","El Bahr El Azrak","","1171","Délégation de La Marsa"
"12","Governorate of Ariana","ولاية أريانة","Gouvernorat de L'Ariana","TN-12","1","Nord Est"
"1251","Delegation of L'Ariana Ville","معتمدية  أريانة المدينة","Délégation de L'Ariana Ville","","12","Gouvernorat de L'Ariana"
"27680929","La nouvelle Ariana","اريانة الجديدة","La nouvelle Ariana","","1251","Délégation de L'Ariana Ville"
"27680939","Ariana supérieur","أريانة العليا","Ariana supérieur","","1251","Délégation de L'Ariana Ville"
"27680949","L'Ariana Ville","اريانة المدينة","L'Ariana Ville","","1251","Délégation de L'Ariana Ville"
"27680959","El Menzah V","المنزه الخامس","El Menzah V","","1251","Délégation de L'Ariana Ville"
"27680969","El Menzah VI","المنزه السادس","El Menzah VI","","1251","Délégation de L'Ariana Ville"
"27680979","Etâamir","التعمير","Etâamir","","1251","Délégation de L'Ariana Ville"
"27680989","El Yasmina","الياسمينة","El Yasmina","","1251","Délégation de L'Ariana Ville"
"27680999","Ennasr 1","النصر 1","Ennasr 1","","1251","Délégation de L'Ariana Ville"
"27681009","Ennasr 2","النصر 2","Ennasr 2","","1251","Délégation de L'Ariana Ville"
"1252","Delegation of Soukra","معتمدية  سكرة","Délégation de Soukra","","12","Gouvernorat de L'Ariana"
"27681019","Soukra","سكرة","Soukra","","1252","Délégation de Soukra"
"27681029","Dar Fadhal","دار فضال","Dar Fadhal","","1252","Délégation de Soukra"
"27681039","El Bessatine","البساتين","El Bessatine","","1252","Délégation de Soukra"
"27681049","Chotrana","شطرانة","Chotrana","","1252","Délégation de Soukra"
"27681059","Borj El Ouzir","برج الوزير","Borj El Ouzir","","1252","Délégation de Soukra"
"27681069","Ennasim","النسيم","Ennasim","","1252","Délégation de Soukra"
"27681079","Ettaamir","التعمير","Ettaamir","","1252","Délégation de Soukra"
"1253","Delegation of Raoued","معتمدية  رواد","Délégation de Raoued","","12","Gouvernorat de L'Ariana"
"27681089","Jaafer","جعفر","Jaafer","","1253","Délégation de Raoued"
"27681099","Enkhilet","النخيلات","Enkhilet","","1253","Délégation de Raoued"
"27681109","El Medina El Fadhila","المدينة الفاضلة","El Medina El Fadhila","","1253","Délégation de Raoued"
"27681119","El Ghazala","الغزالة","El Ghazala","","1253","Délégation de Raoued"
"27681129","Raoued","روّاد","Raoued","","1253","Délégation de Raoued"
"27681139","Bourj Ettouil","برج الطويل","Bourj Ettouil","","1253","Délégation de Raoued"
"27681149","Sidi Amor Bou Khtioua","سيدي عمر بوخطيوة","Sidi Amor Bou Khtioua","","1253","Délégation de Raoued"
"1254","Delegation of Kalaât El Andalous","معتمدية  قلعة الأندلس","Délégation de Kalaât El Andalous","","12","Gouvernorat de L'Ariana"
"27681159","Kalaat El Andalous Est","قلعة الاندلس الشرقية","Kalaat El Andalous Est","","1254","Délégation de Kalaât El Andalous"
"27681169","Kalaat El Andalous Ouest","قلعة الاندلس الغربية","Kalaat El Andalous Ouest","","1254","Délégation de Kalaât El Andalous"
"27681179","Pont de Bizerte","قنطرة بنزرت","Pont de Bizerte","","1254","Délégation de Kalaât El Andalous"
"27681189","Bou Hanach","بوحنش","Bou Hanach","","1254","Délégation de Kalaât El Andalous"
"27681199","El Hessiane","الحسيان","El Hessiane","","1254","Délégation de Kalaât El Andalous"
"27681209","Ennahli","النحلي","Ennahli","","1254","Délégation de Kalaât El Andalous"
"1255","Delegation of Sidi Thabet","معتمدية  سيدي ثابت","Délégation de Sidi Thabet","","12","Gouvernorat de L'Ariana"
"27681219","Sidi Thabet","سيدي ثابت","Sidi Thabet","","1255","Délégation de Sidi Thabet"
"27681229","Bejaoua","بجاوة","Bejaoua","","1255","Délégation de Sidi Thabet"
"27681239","Mongi Slim","المنجي سليم","Mongi Slim","","1255","Délégation de Sidi Thabet"
"27681249","Cebalet Ben Ammar","سبالة بن عمار","Cebalet Ben Ammar","","1255","Délégation de Sidi Thabet"
"27681259","Chorfech","شرفش","Chorfech","","1255","Délégation de Sidi Thabet"
"1256","Delegation of Cité Ettadhamen","معتمدية  حي التضامن","Délégation de Cité Ettadhamen","","12","Gouvernorat de L'Ariana"
"27681269","Cité Ettadhamen","حي التضامن","Cité Ettadhamen","","1256","Délégation de Cité Ettadhamen"
"27681279","Ibn khaldoun","ابن خلدون","Ibn khaldoun","","1256","Délégation de Cité Ettadhamen"
"27681289","09-avr.","9 افريل","09-avr.","","1256","Délégation de Cité Ettadhamen"
"27681299","18-janv.","18 جانفي","18-janv.","","1256","Délégation de Cité Ettadhamen"
"27681309","20-mars","2 مارس","20-mars","","1256","Délégation de Cité Ettadhamen"
"27681319","Mongi Slim","منجي سليم","Mongi Slim","","1256","Délégation de Cité Ettadhamen"
"27681329","14 janvier","14 جانفي","14 janvier","","1256","Délégation de Cité Ettadhamen"
"27681339","Abulkassem Ech-Chebbi","ابو القاسم الشابي","Abulkassem Ech-Chebbi","","1256","Délégation de Cité Ettadhamen"
"27681349","Khaireddine Pacha","خير الدين باشا","Khaireddine Pacha","","1256","Délégation de Cité Ettadhamen"
"1257","Delegation of El Mnihla","معتمدية  المنيهلة","Délégation de El Mnihla","","12","Gouvernorat de L'Ariana"
"27681359","El Mnihla","المنيهلة","El Mnihla","","1257","Délégation de El Mnihla"
"27681369","Errafaha","الرفاهة","Errafaha","","1257","Délégation de El Mnihla"
"27681379","En-Nasr","النصر","En-Nasr","","1257","Délégation de El Mnihla"
"27681389","El-Bassatine","البساتين","El-Bassatine","","1257","Délégation de El Mnihla"
"27681399","15-oct.","15 أكتوبر","15-oct.","","1257","Délégation de El Mnihla"
"13","Governorate of Ben Arous","ولاية بن عروس","Gouvernorat de Ben Arous","TN-13","1","Nord Est"
"1351","Delegation of Ben Arous","معتمدية  بن عروس","Délégation de Ben Arous","","13","Gouvernorat de Ben Arous"
"27681409","Ben Arous Est","بن عروس الشرقية","Ben Arous Est","","1351","Délégation de Ben Arous"
"27681419","Cité Ibn Arafa","حي ابن عرفة","Cité Ibn Arafa","","1351","Délégation de Ben Arous"
"27681429","El Mehiri","المهيري","El Mehiri","","1351","Délégation de Ben Arous"
"27681439","Ben Arous Ouest","بن عروس الغربية","Ben Arous Ouest","","1351","Délégation de Ben Arous"
"27681449","Sidi Ben Arous","سيدي بن عروس","Sidi Ben Arous","","1351","Délégation de Ben Arous"
"27681459","Cité El Iskane","حي الاسكان","Cité El Iskane","","1351","Délégation de Ben Arous"
"1352","Delegation of La Nouvelle Medina","معتمدية  المدينة الجديدة","Délégation de La Nouvelle Medina","","13","Gouvernorat de Ben Arous"
"27681469","La Nouvelle Medina(1)","المدينة الجديدة (1)","La Nouvelle Medina(1)","","1352","Délégation de La Nouvelle Medina"
"27681479","La Nouvelle Medina(2)","المدينة الجديدة(2)","La Nouvelle Medina(2)","","1352","Délégation de La Nouvelle Medina"
"27681489","Sidi Mosbah","سيدي مصباح","Sidi Mosbah","","1352","Délégation de La Nouvelle Medina"
"27681499","El Yasminet","الياسمينات","El Yasminet","","1352","Délégation de La Nouvelle Medina"
"27681509","Errabta","الرابطة","Errabta","","1352","Délégation de La Nouvelle Medina"
"1353","Delegation of El Mourouj","معتمدية  المروج","Délégation de El Mourouj","","13","Gouvernorat de Ben Arous"
"27681519","El Mourouj (1)","المروج (1)","El Mourouj (1)","","1353","Délégation de El Mourouj"
"27681529","El Mourouj (3)","المروج (3)","El Mourouj (3)","","1353","Délégation de El Mourouj"
"27681539","El Mourouj (4)","المروج (4)","El Mourouj (4)","","1353","Délégation de El Mourouj"
"27681549","El Mourouj (5)","المروج (5)","El Mourouj (5)","","1353","Délégation de El Mourouj"
"27681559","Bir Kassaa","بئر القصعة","Bir Kassaa","","1353","Délégation de El Mourouj"
"27681569","Farhat Hached","فرحات حشاد","Farhat Hached","","1353","Délégation de El Mourouj"
"1354","Delegation of Hammam Lif","معتمدية  حمام الأنف","Délégation de Hammam Lif","","13","Gouvernorat de Ben Arous"
"27681579","Hammam Lif Ville","حمام الانف المدينة","Hammam Lif Ville","","1354","Délégation de Hammam Lif"
"27681589","Hammem Lif Ville 2","حمام الانف المدينة 2","Hammem Lif Ville 2","","1354","Délégation de Hammam Lif"
"27681599","Hammem Lif Bou Kornine","حمام الانف بوقرنين","Hammem Lif Bou Kornine","","1354","Délégation de Hammam Lif"
"27681609","Farhat Hached","فرحات حشاد","Farhat Hached","","1354","Délégation de Hammam Lif"
"27681619","Hammam Lif El Malaab","حمام الانف الملعب","Hammam Lif El Malaab","","1354","Délégation de Hammam Lif"
"27681629","Cité Mohamed Ali","حي محمد علي","Cité Mohamed Ali","","1354","Délégation de Hammam Lif"
"1355","Delegation of Hammam Chôtt","معتمدية  حمام الشط","Délégation de Hammam Chôtt","","13","Gouvernorat de Ben Arous"
"27681639","Bir El Bey","بئر الباي","Bir El Bey","","1355","Délégation de Hammam Chôtt"
"27681649","Borj Cedria","برج السدرية","Borj Cedria","","1355","Délégation de Hammam Chôtt"
"27681659","Hammem Chatt","حمام الشط","Hammem Chatt","","1355","Délégation de Hammam Chôtt"
"1356","Delegation of Bou Mhel El Bassatine","معتمدية  بومهل البساتين","Délégation de Bou Mhel El Bassatine","","13","Gouvernorat de Ben Arous"
"27681669","Bou Mhel","بومهل","Bou Mhel","","1356","Délégation de Bou Mhel El Bassatine"
"27681679","El Bassatine","البساتين","El Bassatine","","1356","Délégation de Bou Mhel El Bassatine"
"27681689","Chêla","شالة","Chêla","","1356","Délégation de Bou Mhel El Bassatine"
"27681699","El Bassatine El Gharbya","البساتين الغربية","El Bassatine El Gharbya","","1356","Délégation de Bou Mhel El Bassatine"
"1357","Delegation of Ezzahra","معتمدية  الزهراء","Délégation de Ezzahra","","13","Gouvernorat de Ben Arous"
"27681709","Ez-Zahra Ville","الزهراء المدينة","Ez-Zahra Ville","","1357","Délégation de Ezzahra"
"27681719","Cité El Habib","حي الحبيب","Cité El Habib","","1357","Délégation de Ezzahra"
"27681729","18-janv.","18 جانفي","18-janv.","","1357","Délégation de Ezzahra"
"27681739","Borj El Louzir","برج الوزير","Borj El Louzir","","1357","Délégation de Ezzahra"
"1358","Delegation of Radès","معتمدية  رادس","Délégation de Radès","","13","Gouvernorat de Ben Arous"
"27681749","Rades Ville","رادس المدينة","Rades Ville","","1358","Délégation de Radès"
"27681759","Rades Mellaha","رادس الملاحة","Rades Mellaha","","1358","Délégation de Radès"
"27681769","Taieb Mehiri","الطيب المهيري","Taieb Mehiri","","1358","Délégation de Radès"
"27681779","Rades Remada","رادس رمادة","Rades Remada","","1358","Délégation de Radès"
"27681789","Mongi Slim","المنجي سليم","Mongi Slim","","1358","Délégation de Radès"
"27681799","Rades Foret","رادس الغابة","Rades Foret","","1358","Délégation de Radès"
"27681809","Rades Meliane","رادس مليان","Rades Meliane","","1358","Délégation de Radès"
"27681819","Noubou","نوبو","Noubou","","1358","Délégation de Radès"
"1359","Delegation of Megrine","معتمدية  مقرين","Délégation de Megrine","","13","Gouvernorat de Ben Arous"
"27681829","Megrine Superieure","مقرين العليا","Megrine Superieure","","1359","Délégation de Megrine"
"27681839","Megrine Riadh","مقرين الرياض","Megrine Riadh","","1359","Délégation de Megrine"
"27681849","Jawhara","جوهرة","Jawhara","","1359","Délégation de Megrine"
"27681859","Menzel Mabrouk","منزل مبروك","Menzel Mabrouk","","1359","Délégation de Megrine"
"27681869","Megrine Chaker","مقرين شاكر","Megrine Chaker","","1359","Délégation de Megrine"
"27681879","Megrine Chaker(2)","مقرين شاكر(2)","Megrine Chaker(2)","","1359","Délégation de Megrine"
"27681889","Sidi Rezig","سيدي رزيق","Sidi Rezig","","1359","Délégation de Megrine"
"27681899","Sidi Rezig (2)","سيدي رزيق (2)","Sidi Rezig (2)","","1359","Délégation de Megrine"
"1360","Delegation of Mohamedia","معتمدية  المحمدية","Délégation de Mohamedia","","13","Gouvernorat de Ben Arous"
"27681909","Mohamedia","المحمدية","Mohamedia","","1360","Délégation de Mohamedia"
"27681919","Mongi Selim","المنجي سليم","Mongi Selim","","1360","Délégation de Mohamedia"
"27681929","Cité Es-Saada","حي السعادة","Cité Es-Saada","","1360","Délégation de Mohamedia"
"27681939","Cité El Nassim","حي النسيم","Cité El Nassim","","1360","Délégation de Mohamedia"
"27681949","Sidi Frej","سيدي فرج","Sidi Frej","","1360","Délégation de Mohamedia"
"1361","Delegation of Fouchana","معتمدية  فوشانة","Délégation de Fouchana","","13","Gouvernorat de Ben Arous"
"27681959","Fouchana","فوشانة","Fouchana","","1361","Délégation de Fouchana"
"27681969","Cité El Mostakbel","حي المستقبل","Cité El Mostakbel","","1361","Délégation de Fouchana"
"27681979","El Hidhab","الهضاب","El Hidhab","","1361","Délégation de Fouchana"
"27681989","El Moghira","المغيرة","El Moghira","","1361","Délégation de Fouchana"
"27681999","Nâassen","نعسان","Nâassen","","1361","Délégation de Fouchana"
